Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,False,False,False,Mailed Check,16.0708543,157.483594,1575.683555
Two Year,True,False,None,True,False,False,False,False,True,False,True,False,Electronic Check,7.873371451,127.474951,1029.489242
Two Year,False,False,None,True,False,False,True,True,False,True,False,True,Electronic Check,23.62866494,139.981577,2370.184448
Month-to-month,False,False,DSL,True,True,False,True,True,False,True,True,True,Electronic Check,25.8634566,255.133571,3309.919373
One year,False,False,DSL,True,True,False,True,True,False,False,True,True,Mailed Check,9.405224809,194.966286,1623.273925
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,False,False,True,Mailed Check,12.84490034,179.965581,1146.199921
Month-to-month,True,True,DSL,False,True,False,False,True,True,True,False,True,Credit Card (automatic),16.59325254,174.976769,2229.268031
Month-to-month,False,False,DSL,True,False,False,False,False,False,True,True,False,Electronic Check,20.35456039,187.609354,2512.36494
Month-to-month,False,True,Fiber Optic,True,False,False,True,False,False,False,True,True,Electronic Check,12.00925702,169.937833,1297.388488
Month-to-month,True,False,None,True,True,True,False,False,False,False,False,False,Credit Card (automatic),2.861423443,115.002061,283.39178
Month-to-month,False,True,DSL,True,True,True,False,False,False,True,False,False,Electronic Check,14.20349453,152.462354,1947.7853
Month-to-month,False,False,Fiber Optic,True,False,False,False,False,False,True,True,True,Electronic Check,4.98152586,207.609354,849.1972541
Month-to-month,True,False,None,True,True,False,True,True,False,False,False,False,Credit Card (automatic),23.12150846,147.503078,2131.359827
Two Year,True,False,DSL,True,False,False,False,False,True,True,True,True,Credit Card (automatic),6.307178205,200.118516,1464.035068
One year,False,False,None,True,True,True,True,False,False,False,False,True,Bank Transfer(automatic),12.73622643,137.497825,1381.538548
Two Year,False,False,None,True,True,False,True,False,False,False,False,False,Electronic Check,12.00466914,134.980139,1248.626874
One year,False,True,Fiber Optic,True,False,False,False,False,False,False,True,False,Bank Transfer(automatic),2.243757398,147.442069,558.3751762
One year,False,False,Fiber Optic,True,True,True,False,True,True,True,False,False,Mailed Check,1.583394702,197.494455,676.2178659
One year,False,False,None,True,True,True,True,True,True,False,False,True,Bank Transfer(automatic),14.23487852,162.529926,1641.938696
Month-to-month,False,False,None,True,False,False,True,True,False,True,True,False,Bank Transfer(automatic),15.28108311,210.151777,1811.964373
Month-to-month,False,False,DSL,True,True,False,True,False,True,False,False,False,Electronic Check,4.135827839,159.965581,1066.632555
Month-to-month,False,False,None,False,False,True,False,True,False,True,True,True,Electronic Check,9.740709475,190.173699,1514.131966
Two Year,False,False,DSL,True,False,True,False,True,False,True,True,False,Electronic Check,1.213704886,202.649979,1189.549671
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,False,False,False,True,Bank Transfer(automatic),11.86252419,134.950905,1114.020282
One year,False,False,DSL,True,False,True,True,True,True,False,False,True,Electronic Check,2.416685985,142.500692,1078.291303
Month-to-month,False,True,None,True,False,False,True,True,False,False,False,True,Electronic Check,6.73327535,114.997564,854.2977548
Two Year,True,True,DSL,True,True,False,False,False,True,True,True,True,Credit Card (automatic),6.549035393,232.62403,1489.077486
Month-to-month,True,False,Fiber Optic,True,False,False,True,True,False,True,True,True,Bank Transfer(automatic),10.57197066,242.628057,1649.312808
Month-to-month,True,True,Fiber Optic,False,True,False,True,False,False,False,True,True,Electronic Check,3.379756569,202.443347,905.1959227
Two Year,False,False,None,True,True,False,False,False,True,False,False,True,Electronic Check,8.959047529,124.993537,684.6318529
Two Year,False,False,DSL,True,True,False,False,True,True,True,False,False,Electronic Check,10.23679934,174.976769,1662.533055
Month-to-month,True,False,DSL,False,False,True,True,True,False,True,True,True,Mailed Check,14.96503088,225.145743,2436.57146
One year,False,False,Fiber Optic,True,True,False,True,True,False,True,True,False,Mailed Check,23.79323993,275.133571,2677.74041
Month-to-month,True,True,Fiber Optic,True,True,False,True,True,True,True,True,False,Credit Card (automatic),11.45675389,287.642733,1779.309609
Month-to-month,True,False,None,True,False,True,False,False,False,True,True,False,Electronic Check,11.04076215,177.65076,1494.716409
Month-to-month,False,False,DSL,False,True,False,False,False,False,True,True,False,Credit Card (automatic),7.425503428,220.114868,1740.72604
One year,True,False,None,True,True,True,True,True,True,False,True,True,Mailed Check,2.411712843,197.516854,704.7552669
One year,True,False,Fiber Optic,True,True,True,False,False,True,False,True,False,Bank Transfer(automatic),2.009542213,194.974431,558.4710883
Month-to-month,False,False,None,True,False,False,False,False,False,True,True,True,Mailed Check,9.068119482,175.133074,1282.279049
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,False,False,False,False,Electronic Check,1.926789854,147.478341,287.8189836
Two Year,False,True,None,True,True,False,True,False,False,False,False,True,Electronic Check,11.77389421,134.980139,1129.529441
One year,True,False,Fiber Optic,True,True,False,False,True,False,False,False,False,Mailed Check,2.585228303,157.483594,394.0148722
One year,True,False,Fiber Optic,True,True,True,False,False,True,True,True,True,Credit Card (automatic),9.517703088,255.141716,1302.230824
Two Year,True,True,Fiber Optic,True,False,False,False,False,False,True,False,True,Mailed Check,9.532523799,137.439154,970.4682919
Month-to-month,True,False,Fiber Optic,True,False,True,False,True,True,True,True,True,Mailed Check,23.103996,235.159141,2522.88913
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,True,False,False,True,Mailed Check,5.104873611,147.460067,682.9871863
Month-to-month,False,False,DSL,True,True,False,False,True,False,True,True,False,Mailed Check,6.877942744,232.637807,1537.109931
One year,True,False,Fiber Optic,True,False,False,False,False,False,True,False,True,Mailed Check,21.17839683,137.439154,1961.923965
Month-to-month,False,True,DSL,True,False,False,False,False,True,True,False,True,Credit Card (automatic),1.586331702,129.948316,676.1747964
Month-to-month,False,False,Fiber Optic,True,True,True,False,False,False,True,True,True,Bank Transfer(automatic),3.778174405,242.632554,929.2607767
Month-to-month,False,False,DSL,True,False,False,False,False,False,True,True,False,Mailed Check,11.58276897,187.609354,1849.484087
One year,False,False,None,True,True,True,True,False,False,True,True,True,Mailed Check,11.62258922,232.652038,1998.680227
One year,False,False,None,True,True,False,False,False,True,False,True,True,Mailed Check,20.78013031,159.980465,1898.877878
Month-to-month,False,False,DSL,True,True,False,False,False,False,False,True,False,Bank Transfer(automatic),3.940297464,159.947583,992.3501481
Month-to-month,False,False,Fiber Optic,True,False,False,False,True,True,False,False,True,Credit Card (automatic),11.38099891,137.487242,994.6354785
Two Year,False,False,Fiber Optic,True,False,True,True,False,True,True,True,True,Mailed Check,1.473304337,245.131966,954.0290712
Month-to-month,True,False,DSL,True,False,False,False,False,False,True,False,False,Bank Transfer(automatic),12.75609778,117.439154,1775.838153
Two Year,False,True,DSL,True,True,True,True,True,True,False,True,True,Electronic Check,6.253919786,209.993134,1297.050577
One year,False,False,Fiber Optic,True,True,True,True,False,False,False,False,True,Electronic Check,18.9537053,169.974105,1746.405243
Two Year,False,False,DSL,True,True,True,True,False,True,False,True,True,Electronic Check,9.640061615,197.470195,1698.465833
Month-to-month,True,False,None,True,True,False,False,True,True,False,False,True,Bank Transfer(automatic),5.201330266,137.516476,665.4740915
Month-to-month,False,True,DSL,True,True,False,True,True,True,False,True,True,Electronic Check,12.42120946,207.475448,1886.153328
Month-to-month,False,False,Fiber Optic,True,True,True,False,True,False,False,False,True,Electronic Check,8.134438503,160.00128,958.6989908
Two Year,True,False,Fiber Optic,True,True,True,False,False,False,False,False,True,Electronic Check,14.86764776,147.478341,1446.203986
Two Year,True,False,None,True,False,False,False,True,False,False,True,True,Credit Card (automatic),5.548652108,127.488728,774.6125757
Month-to-month,False,False,None,True,False,False,True,True,False,True,False,False,Electronic Check,18.35541838,139.981577,1939.811149
Month-to-month,False,True,Fiber Optic,True,False,False,False,True,False,True,True,True,Mailed Check,7.62779591,220.132293,1165.564309
One year,True,False,Fiber Optic,True,True,False,True,False,True,False,True,False,Mailed Check,4.439685675,214.952509,750.8768234
One year,False,False,None,True,False,False,False,True,True,False,True,False,Electronic Check,11.16903388,139.99789,1292.3206
Month-to-month,False,False,DSL,False,True,True,True,True,True,True,True,False,Electronic Check,14.14101821,270.160419,2335.130986
Two Year,True,False,Fiber Optic,True,True,False,True,False,False,False,True,True,Electronic Check,3.212400569,202.443347,769.8534863
Month-to-month,False,False,Fiber Optic,True,False,False,False,True,True,False,True,True,Credit Card (automatic),16.84928353,172.47417,1729.837284
Month-to-month,False,True,None,True,True,False,False,False,False,True,False,True,Electronic Check,3.834727471,137.468388,649.3891796
Two Year,True,False,None,True,False,False,False,False,False,True,False,False,Bank Transfer(automatic),6.198230305,104.962874,823.0046464
Two Year,True,False,DSL,True,False,False,True,True,True,False,True,False,Bank Transfer(automatic),4.216732972,174.969934,1107.882056
One year,True,False,None,False,False,False,False,True,True,False,True,True,Mailed Check,4.355064781,139.99789,683.8622599
Two Year,False,True,DSL,True,False,True,False,True,True,True,False,True,Electronic Check,4.030250374,144.988941,1301.49424
One year,True,False,None,True,False,False,True,True,False,False,False,True,Electronic Check,9.915959247,114.997564,1079.012505
Month-to-month,True,False,None,True,True,True,True,False,False,False,True,True,Credit Card (automatic),9.821728297,172.484753,1283.463995
Month-to-month,True,False,Fiber Optic,True,False,False,False,True,False,False,False,False,Electronic Check,9.183905417,124.97808,987.653655
Month-to-month,False,True,Fiber Optic,True,False,True,False,True,True,False,True,True,Electronic Check,8.892893007,174.991856,1088.263081
Month-to-month,True,False,None,True,False,False,False,False,True,False,False,False,Credit Card (automatic),7.661226872,92.488023,583.0259559
Month-to-month,True,False,DSL,True,False,False,False,True,False,False,True,False,Bank Transfer(automatic),12.4767812,139.965008,1778.733282
Month-to-month,False,True,Fiber Optic,True,True,False,False,True,False,False,True,False,Electronic Check,2.462148717,192.470522,900.4043765
One year,False,True,Fiber Optic,True,False,False,False,False,True,True,True,False,Mailed Check,14.09942339,220.118516,1693.576099
Month-to-month,True,True,Fiber Optic,True,False,True,True,False,False,True,True,True,Electronic Check,7.272649386,232.622804,1143.826239
One year,True,False,None,True,True,True,False,False,False,True,True,False,Credit Card (automatic),3.999030359,210.156274,886.340074
One year,False,False,Fiber Optic,True,False,True,False,False,False,False,False,True,Credit Card (automatic),3.115945151,114.972827,373.2772664
Month-to-month,False,True,Fiber Optic,True,False,True,True,False,True,False,False,False,Mailed Check,13.67931764,149.977753,1245.328696
Month-to-month,True,False,Fiber Optic,False,True,True,False,True,False,True,False,True,Credit Card (automatic),14.6728104,184.985293,1564.936841
Month-to-month,False,False,DSL,True,False,True,False,True,False,True,False,True,Electronic Check,5.953547112,132.479779,1354.401018
Month-to-month,False,False,DSL,True,False,True,False,False,False,True,True,True,Bank Transfer(automatic),11.74635394,190.12704,1971.429689
Two Year,True,False,None,True,False,False,False,False,True,False,False,True,Electronic Check,5.954024226,92.488023,623.7865683
One year,False,False,DSL,True,True,False,False,False,False,True,True,True,Electronic Check,22.8577804,220.114868,3040.553763
Month-to-month,True,False,DSL,True,False,True,False,True,False,False,False,False,Credit Card (automatic),1.407866545,107.495766,864.7036995
Two Year,True,False,None,True,True,False,True,False,False,False,True,False,Mailed Check,21.08265979,169.967067,2042.113893
Month-to-month,True,False,None,True,True,True,False,True,False,True,True,True,Mailed Check,11.10356439,222.679213,1973.661316
Month-to-month,True,False,DSL,True,False,False,False,True,False,True,True,True,Credit Card (automatic),9.734064703,200.132293,1755.645123
Month-to-month,False,True,Fiber Optic,True,True,False,True,False,False,True,True,False,Mailed Check,12.21754865,262.610632,1758.735654
Month-to-month,True,False,None,True,True,True,False,False,True,True,False,False,Credit Card (automatic),2.423722078,152.495236,557.0118807
